,age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,ypred
1042,43,4,15,0,1,1,4,0,0,0,40,39,0
13871,55,6,15,2,5,0,4,1,0,0,72,39,0
5645,34,4,15,0,8,1,4,0,0,0,34,39,0
20527,55,0,12,2,0,0,4,1,0,0,50,39,1
7423,37,4,9,2,4,0,4,1,0,1977,50,39,1
435,33,4,12,2,10,0,4,1,0,0,50,39,1
31833,39,2,8,2,1,5,4,0,0,0,37,39,0
13269,35,4,9,2,1,0,4,1,0,0,40,39,0
1962,50,4,12,2,10,0,4,1,15024,0,45,39,1
17550,24,7,15,2,10,0,4,1,0,0,40,39,0
33,30,1,15,2,1,3,4,1,0,0,40,39,0
10252,59,4,11,4,4,4,4,0,0,625,38,39,0
9064,32,4,14,4,10,1,4,1,0,0,60,39,0
16570,18,4,11,4,8,3,1,0,0,0,20,39,0
30338,33,7,10,2,10,0,1,1,0,0,50,17,1
13716,29,2,12,4,10,1,4,1,0,0,45,39,0
28033,61,4,5,2,7,0,4,1,0,0,40,39,0
1505,32,4,7,2,3,0,4,1,0,0,42,39,0
14857,72,4,11,3,7,4,4,1,2346,0,40,0,0
10136,36,6,9,2,10,0,4,1,0,0,45,39,1
22299,35,2,15,5,1,4,0,0,0,0,40,39,0
13169,53,4,5,2,5,0,4,1,0,0,45,39,0
32085,42,4,15,2,10,0,4,1,0,0,45,39,1
16380,34,4,9,4,4,1,4,0,0,0,40,39,0
27046,22,4,15,4,10,2,1,0,0,0,20,35,0
20403,37,4,9,2,10,0,4,1,0,0,40,39,1
1639,54,4,11,2,7,0,4,1,5178,0,50,39,1
31805,19,4,15,4,8,3,4,1,0,0,3,39,0
15658,39,1,15,2,1,0,4,1,0,0,50,39,0
2563,54,1,11,4,1,4,4,0,0,0,20,39,0
2473,39,5,9,2,12,0,4,1,0,2415,60,39,1
16969,46,4,7,4,13,1,4,1,0,0,56,39,0
32424,35,4,9,2,4,0,4,1,0,0,45,39,1
6447,60,6,11,2,4,0,4,1,0,0,48,39,0
27833,29,4,11,4,8,1,4,1,0,0,40,39,0
27464,35,5,9,2,12,3,4,1,5178,0,50,39,1
8439,37,4,8,0,10,4,4,0,0,0,40,39,0
27473,25,4,8,4,1,1,4,0,4865,0,40,39,0
22244,34,4,9,4,4,3,0,0,0,0,40,39,0
24072,42,4,11,2,3,0,4,1,0,0,50,39,0
8152,48,4,9,2,4,0,1,1,0,0,40,24,1
26622,41,4,11,4,12,1,4,0,0,0,50,39,0
28506,40,5,15,2,14,0,4,1,0,0,40,39,0
5703,39,6,14,2,10,0,4,1,15024,0,50,39,1
16019,41,0,8,0,0,1,4,1,0,0,80,39,0
29809,39,2,9,2,10,5,4,0,0,0,42,39,1
29711,34,4,9,2,10,5,4,0,0,0,40,39,1
3978,50,6,9,2,12,0,4,1,0,0,60,39,1
15552,35,4,9,2,8,5,4,0,0,0,32,39,0
5433,56,7,11,0,1,1,4,0,0,0,40,39,0
6878,26,4,11,4,7,4,3,0,0,0,40,4,0
11091,49,4,15,2,10,0,4,1,0,1848,44,39,1
8741,41,5,9,2,12,0,4,1,7688,0,45,39,1
4070,90,4,1,4,6,3,4,1,0,0,40,39,0
22730,38,4,11,4,10,1,4,1,0,0,40,39,0
30758,50,4,9,2,12,0,4,1,0,0,40,39,1
17420,57,4,7,0,10,1,2,0,0,0,40,39,0
26998,22,0,15,4,0,3,2,1,0,1721,20,39,0
8059,27,4,11,4,7,3,1,1,0,0,40,30,0
17799,40,4,7,2,10,0,4,1,7688,0,40,39,1
11764,46,4,12,2,4,0,1,1,0,0,50,24,1
30142,26,4,11,2,3,0,4,1,0,0,40,39,0
8093,29,4,11,0,7,4,4,1,0,0,40,39,0
21878,37,4,15,0,3,1,4,1,0,0,50,39,0
6234,22,5,5,2,3,0,4,1,2580,0,40,39,0
19652,26,4,11,4,14,1,4,1,0,0,40,39,0
19577,44,2,12,2,10,5,4,0,4386,0,40,39,1
27499,34,4,9,2,4,0,4,1,0,0,50,39,1
11963,24,4,11,4,3,1,4,1,0,0,40,39,0
14238,72,5,14,2,10,0,4,1,99999,0,50,39,1
7637,33,2,9,4,10,1,2,0,0,0,50,39,0
32516,30,4,8,0,1,4,4,0,0,0,24,39,0
685,34,4,11,0,4,1,4,0,0,0,40,39,0
20590,25,4,15,4,1,1,4,0,0,0,40,39,0
8324,25,4,11,4,14,4,4,1,0,0,52,39,0
16918,37,4,12,2,4,0,4,1,0,0,50,7,1
12321,45,4,15,0,13,1,2,0,0,0,40,38,0
32345,18,4,2,4,8,3,4,1,0,0,12,39,0
27804,28,4,11,0,13,3,1,0,0,0,40,39,0
22485,25,4,0,2,14,0,4,1,0,0,40,39,0
27543,30,4,5,2,3,0,4,1,0,0,48,39,0
18369,32,2,9,0,1,4,1,0,0,0,46,39,0
24819,20,4,15,4,8,3,4,0,0,0,16,39,0
31543,32,6,9,2,12,0,4,1,0,0,47,39,1
23776,19,4,15,4,8,4,2,0,2036,0,30,39,0
28636,55,1,11,2,4,0,4,1,0,0,40,39,0
7686,35,2,11,4,1,4,0,1,0,0,55,39,0
18696,55,4,0,2,3,0,4,1,0,0,40,39,0
19441,50,4,15,2,6,0,4,1,0,0,50,39,0
3067,41,2,9,6,1,1,4,0,0,0,40,39,0
19508,29,4,11,2,14,0,4,1,0,0,60,39,0
22741,22,4,15,4,1,3,4,0,0,0,40,39,0
15922,23,4,2,2,3,0,4,1,0,0,40,39,0
24148,46,4,1,2,6,0,4,1,0,0,45,39,0
7428,34,4,11,2,8,0,2,1,0,0,30,39,0
7793,21,7,15,4,13,3,4,0,0,0,20,39,0
24773,20,0,7,4,0,1,4,1,0,0,40,39,0
2315,58,4,15,6,3,1,4,1,0,0,40,39,0
16942,58,4,6,2,7,0,2,1,3781,0,40,39,0
12751,40,4,9,2,4,0,4,1,7298,0,40,39,1
7172,20,4,15,4,1,3,2,0,0,0,15,39,0
1864,38,2,11,2,11,0,1,1,0,0,54,39,0
14505,52,4,15,6,12,1,4,0,0,0,40,39,0
6847,48,4,11,2,10,5,4,0,0,0,8,39,0
25774,31,5,9,2,12,0,4,1,3908,0,50,39,0
19125,19,4,15,4,4,3,4,1,0,0,15,39,0
18518,19,4,15,4,8,2,2,1,0,0,35,39,0
14109,58,4,11,4,8,1,4,1,0,0,40,39,0
8127,27,4,9,4,1,1,4,0,0,0,65,39,0
27612,37,4,15,2,14,0,4,1,0,0,50,39,0
17270,24,4,11,4,8,3,4,1,0,0,40,26,0
30701,53,4,1,2,7,0,4,1,0,0,48,39,0
15017,48,4,11,2,7,0,4,1,0,0,40,39,0
7745,33,4,11,2,7,0,4,1,99999,0,56,39,1
5120,46,4,12,2,10,0,4,1,0,0,60,39,1
25752,36,4,7,0,4,4,1,0,0,0,40,36,0
14184,37,5,15,2,3,0,4,1,0,0,50,39,0
3872,38,4,11,2,7,0,4,1,3137,0,45,39,0
15589,30,4,12,4,10,1,2,1,0,0,30,39,0
25430,20,0,7,4,0,1,4,0,0,0,32,39,0
20957,27,4,11,0,1,4,4,0,0,0,40,39,0
27050,27,7,9,4,10,1,4,1,0,0,60,39,0
15225,65,5,9,2,4,0,4,1,0,0,44,26,1
25222,44,4,15,2,3,0,4,1,7688,0,45,39,1
25540,39,4,12,2,10,5,4,0,0,1977,24,39,1
18340,53,4,4,2,8,2,4,0,0,0,24,22,0
4912,38,4,15,4,1,3,2,0,0,0,40,39,0
27130,22,4,11,4,12,4,4,0,0,0,40,39,0
21278,19,4,15,4,8,3,4,0,0,0,12,39,0
28487,45,4,7,2,3,0,4,1,0,0,66,41,0
30049,56,1,12,0,1,4,4,0,0,0,40,39,0
9238,36,2,11,0,1,4,4,0,0,0,40,39,0
14029,25,7,15,4,6,3,4,1,0,0,40,39,0
15180,25,4,1,4,8,1,4,1,0,0,99,39,0
15510,21,7,15,4,11,1,4,1,0,0,40,39,0
21373,50,4,12,0,12,1,4,0,0,1590,45,39,0
29843,36,4,11,0,10,3,4,0,0,0,40,39,0
24279,59,7,9,2,4,0,4,1,10605,0,50,39,1
3838,45,6,15,2,4,0,0,1,3137,0,40,39,0
5673,35,4,12,2,1,0,4,1,0,0,40,39,0
3620,52,4,11,5,1,2,4,0,0,0,40,39,0
23852,29,4,9,2,3,0,4,1,0,0,50,39,0
19067,19,4,15,4,12,3,4,1,0,0,25,39,0
20017,64,0,8,2,0,5,4,0,0,0,15,39,0
6002,51,4,12,2,10,5,4,0,99999,0,50,39,1
9855,32,4,12,2,12,5,4,0,0,0,45,39,1
9939,43,1,14,2,10,0,1,1,0,0,50,19,1
28946,56,4,12,2,10,0,4,1,0,0,40,39,1
13800,40,4,11,0,1,4,4,0,0,0,30,39,0
16238,56,4,15,2,3,0,4,1,0,0,40,39,0
30008,36,4,15,0,1,4,4,0,0,0,40,39,0
27946,33,6,9,2,3,0,4,1,0,0,35,39,0
15721,45,4,11,2,10,5,4,0,0,0,14,39,0
25636,35,0,15,2,0,0,1,1,0,0,40,30,0
29376,35,4,9,4,1,2,4,1,0,0,40,39,0
20267,17,4,1,4,12,3,4,0,0,0,8,39,0
15319,21,4,15,4,6,1,4,1,0,0,40,39,0
1043,44,4,9,2,4,0,4,1,7688,0,60,39,1
1833,42,7,12,0,10,1,4,0,0,0,38,39,0
4041,44,1,11,0,1,4,2,0,0,0,40,39,0
24892,63,4,15,2,12,0,4,1,0,0,30,39,0
5420,45,4,11,2,5,0,0,1,0,0,40,39,0
10081,25,4,11,2,12,0,4,1,0,0,40,39,0
8852,45,6,11,2,4,0,4,1,0,0,40,39,0
20078,48,4,11,6,6,2,4,0,0,0,48,39,0
9902,32,4,9,4,12,1,4,1,0,0,45,39,0
16471,59,4,10,4,10,1,4,1,0,0,50,39,0
9382,32,4,11,2,8,0,4,1,0,0,54,39,0
18919,46,7,15,0,1,4,4,0,0,0,48,39,0
11532,79,0,14,2,0,0,4,1,0,0,10,39,0
7900,40,0,11,2,0,5,2,0,3464,0,20,39,0
5464,47,4,11,0,4,1,0,0,3325,0,45,39,0
9989,35,4,6,2,6,0,4,1,0,0,46,39,0
6729,30,4,11,4,6,4,2,1,0,0,72,39,0
14665,40,4,9,2,1,0,4,1,0,0,40,39,1
30967,21,4,11,4,7,3,4,1,0,0,60,39,0
7295,21,4,7,4,1,3,4,1,0,0,35,39,0
1208,22,0,15,4,0,3,4,1,0,0,30,39,0
19886,31,4,9,4,4,1,4,0,0,0,40,39,0
18720,60,0,1,3,0,4,2,0,0,0,20,39,0
21577,37,6,11,2,3,0,4,1,0,2129,40,39,0
29464,52,2,9,2,13,0,4,1,0,0,40,39,1
20820,34,2,11,2,11,0,4,1,0,0,57,39,0
13213,37,4,9,5,13,1,1,1,0,0,40,30,0
24594,30,4,5,4,3,1,4,1,0,0,38,39,0
11126,39,4,11,4,3,3,4,1,0,2258,42,39,0
751,22,4,9,4,10,4,4,1,0,0,20,39,0
19821,24,4,12,4,13,1,4,1,0,0,50,39,0
5989,32,4,11,2,3,0,4,1,0,0,40,39,0
17243,39,5,11,0,3,4,4,1,0,0,60,39,0
19526,25,2,9,4,13,4,1,0,0,0,40,40,0
10386,26,6,15,4,10,1,4,0,0,0,4,26,0
1436,28,4,9,4,8,1,4,1,0,0,43,26,0
20873,47,4,15,2,4,0,4,1,0,0,40,39,1
6510,66,0,11,2,0,0,4,1,0,0,30,39,0
10038,42,4,0,2,3,0,4,1,0,0,40,39,0
10589,32,2,15,2,3,0,4,1,0,0,60,39,0
28887,37,6,11,2,14,0,4,1,0,0,45,5,0
13937,36,1,11,4,1,3,2,0,0,0,36,39,0
3314,47,4,1,4,14,1,2,1,0,0,40,39,0
25015,44,4,15,0,8,4,2,0,0,0,35,39,0
10849,45,4,9,2,4,0,4,1,0,0,38,39,1
22140,37,6,9,2,13,0,4,1,0,0,40,39,1
8727,23,4,8,0,1,1,4,0,0,0,30,39,0
29341,53,4,11,0,10,1,4,1,4787,0,46,39,0
14056,46,4,15,4,1,3,2,0,0,0,36,39,0
1983,36,4,11,2,3,0,4,1,3103,0,40,39,0
2404,54,4,15,2,12,0,4,1,3137,0,50,39,0
6866,19,4,11,4,14,3,4,1,0,0,35,39,0
2216,23,4,15,4,1,1,4,0,0,0,40,39,0
15146,50,2,9,2,10,5,4,0,0,0,40,39,1
31317,23,4,15,4,13,1,4,0,0,0,40,39,0
20548,23,1,8,2,6,0,4,1,0,0,25,39,0
29379,32,6,11,2,3,0,4,1,0,0,50,39,0
29044,46,4,11,2,8,0,4,1,0,0,40,39,0
23647,42,1,15,0,4,4,1,0,0,0,40,39,0
15261,37,4,9,4,4,1,4,1,0,0,48,39,0
31049,27,4,15,4,6,1,4,1,0,0,48,39,0
29566,44,4,11,4,6,1,4,1,0,0,50,39,0
3028,22,4,15,4,8,1,4,1,0,0,40,39,0
5969,32,4,11,4,7,2,2,1,0,0,40,39,0
15988,32,2,12,4,10,1,3,0,0,0,40,0,0
5960,18,4,11,4,1,3,4,0,0,0,20,39,0
2005,27,4,11,4,5,3,2,1,0,0,30,39,0
13319,28,4,0,4,6,2,4,1,0,0,40,26,0
16890,24,1,15,4,1,3,2,0,0,0,40,39,0
29769,42,4,9,2,12,0,4,1,0,0,40,39,1
4611,41,4,11,2,12,0,0,1,0,0,50,39,0
5751,60,4,6,2,7,0,4,1,2228,0,37,39,0
31779,47,4,7,4,1,1,4,0,0,0,40,39,0
27510,42,4,11,0,1,4,4,1,0,0,40,39,0
27282,33,4,12,2,4,0,4,1,7298,0,45,39,1
31848,51,4,8,2,12,0,4,1,0,0,40,39,1
24715,19,4,2,4,5,3,4,0,0,0,30,39,0
6334,36,4,9,0,10,1,4,1,14084,0,40,39,1
30824,34,6,9,4,10,1,4,0,0,0,55,39,0
26501,52,4,13,2,7,0,4,1,0,0,40,8,0
1869,32,6,9,2,10,0,4,1,0,0,45,39,1
19497,56,4,8,2,13,0,4,1,0,0,40,39,1
14829,46,4,8,0,12,4,4,0,0,0,40,39,0
12342,22,4,11,4,13,1,4,0,0,0,40,39,0
26287,74,0,11,2,0,0,4,1,6767,0,6,39,1
26606,54,4,13,2,3,0,1,1,0,0,40,3,1
14720,17,4,1,4,8,3,0,0,0,0,20,39,0
29865,45,4,9,2,4,0,4,1,0,0,50,39,1
18059,22,4,15,4,1,3,4,0,0,0,15,39,0
29578,32,4,9,2,4,0,4,1,0,1902,60,39,1
17694,50,4,11,2,13,0,4,1,0,0,40,39,0
19806,42,4,11,0,7,1,2,1,0,0,40,39,0
22248,34,6,15,2,4,0,4,1,0,0,30,39,0
11621,58,0,1,0,0,1,2,1,0,0,15,39,0
2887,19,1,11,1,12,5,4,0,0,0,40,39,0
22684,54,4,12,2,10,0,4,1,0,0,40,39,1
24744,51,4,12,2,4,0,4,1,0,1887,47,39,1
29755,60,1,15,2,1,0,4,1,7298,0,40,39,1
21949,46,4,9,2,1,0,1,1,0,2415,35,30,1
28157,36,4,11,2,14,0,4,1,0,0,50,39,0
20203,22,4,11,4,8,2,4,1,0,0,40,0,0
15601,32,4,7,2,4,0,4,1,0,0,60,39,0
11525,43,4,12,0,4,4,4,0,0,2547,40,39,0
4487,20,4,15,4,8,3,4,1,0,0,12,2,0
7671,47,4,12,0,10,1,4,1,0,0,40,39,0
25557,36,6,9,2,4,0,4,1,2407,0,40,39,1
24371,54,4,0,2,7,0,4,1,0,0,60,39,0
21107,33,4,2,0,3,1,4,1,0,2258,42,39,0
17130,59,4,9,2,10,0,4,1,15024,0,40,39,1
19529,38,4,11,2,14,0,4,1,0,0,99,39,0
9624,29,4,8,2,8,0,4,1,0,0,40,0,0
13404,24,5,11,4,3,3,4,1,0,0,40,39,0
13210,77,4,9,2,4,0,4,1,0,0,50,39,1
356,65,4,1,6,8,4,3,1,0,0,40,39,0
26511,20,4,15,4,8,3,4,0,0,0,16,39,0
9817,40,6,14,2,10,0,4,1,0,0,45,39,1
22444,37,4,15,2,14,0,4,1,0,0,40,39,0
12282,28,4,11,3,7,3,1,1,0,0,40,30,0
12100,55,4,11,2,3,0,4,1,0,0,40,39,0
763,53,5,10,2,4,0,4,1,0,0,70,39,1
27200,39,4,9,2,10,0,4,1,0,0,40,39,1
26375,30,0,1,4,0,3,2,0,0,0,40,39,0
8432,40,4,11,0,3,1,4,1,0,0,40,39,0
32215,55,4,15,0,13,1,4,1,0,0,40,39,0
7706,34,4,11,2,7,0,4,1,0,0,40,39,0
138,20,4,15,4,12,3,4,1,0,0,20,39,0
24719,33,4,15,2,14,0,4,1,0,0,41,39,0
9642,62,4,11,2,3,0,4,1,0,0,40,39,0
12896,37,4,9,4,7,1,2,1,0,1719,32,39,0
711,36,4,15,0,1,4,2,0,0,0,40,39,0
14994,25,4,9,4,10,3,4,0,0,0,15,39,0
24225,29,4,7,4,12,1,4,1,0,0,45,26,0
6246,23,4,15,4,3,3,4,1,0,0,37,26,0
9358,18,0,11,4,0,3,4,0,0,0,35,39,0
7426,62,6,15,6,5,4,4,0,0,0,50,39,0
9616,32,0,11,2,0,0,4,1,0,0,40,0,0
2004,39,4,9,5,12,1,4,1,0,0,50,39,0
6804,59,6,11,2,4,0,4,1,0,1902,52,39,1
26225,19,0,11,4,0,3,2,0,0,0,25,39,0
16494,63,4,4,6,8,2,1,0,0,0,19,30,0
30165,33,4,11,2,5,0,4,1,0,0,50,39,0
1933,25,4,11,2,13,2,4,0,0,0,48,39,0
6355,36,4,15,2,12,0,4,1,0,0,44,39,0
3926,52,4,15,0,10,1,4,1,0,0,40,39,0
10212,34,6,11,2,10,0,4,1,0,0,40,39,0
20460,33,7,0,2,8,0,4,1,0,0,40,39,0
32356,23,4,15,4,1,3,4,1,0,0,15,39,0
31203,18,4,2,4,8,3,4,0,0,0,20,39,0
27015,24,4,9,2,12,2,4,1,0,0,40,39,0
21128,30,4,12,2,10,0,1,1,0,0,50,19,1
24117,28,4,11,4,14,1,4,1,0,0,60,39,0
10269,40,6,14,2,10,0,0,1,0,1977,60,39,1
1160,44,4,8,2,3,0,4,1,3411,0,40,39,0
14496,36,4,0,4,3,1,4,1,0,0,40,39,0
25050,21,4,11,4,12,3,4,1,0,0,30,39,0
24380,38,4,9,2,10,0,4,1,0,0,40,39,1
352,33,4,9,2,4,0,4,1,0,0,40,39,1
13201,28,4,6,4,3,1,4,1,0,0,50,0,0
7916,28,4,11,4,7,1,4,1,0,0,48,39,0
18215,53,7,8,2,10,0,4,1,4386,0,40,39,1
19874,53,2,11,3,14,2,4,0,0,0,35,39,0
24525,30,4,9,4,12,1,4,0,0,0,40,26,0
18926,47,4,11,5,10,2,3,0,0,0,40,33,0
8092,50,4,11,0,4,4,4,0,0,0,38,39,0
31221,48,4,15,2,3,0,4,1,0,0,40,39,0
19623,43,4,15,2,10,5,4,0,0,0,40,39,1
25459,37,4,6,2,6,0,4,1,0,0,50,39,0
29981,54,5,9,2,4,0,4,1,7688,0,40,0,1
5920,22,4,0,5,8,4,4,0,0,0,40,39,0
4146,38,4,11,2,3,0,4,1,0,0,45,39,0
14993,36,4,9,4,10,3,4,0,0,0,35,39,0
9253,45,4,11,0,1,1,4,0,0,0,40,39,0
7472,21,0,11,4,0,2,4,1,0,0,60,39,0
19954,30,4,11,4,6,3,4,1,0,0,40,39,0
27622,44,4,12,2,4,0,4,1,0,0,40,39,1
765,32,4,0,5,8,4,4,0,0,0,42,39,0
25654,33,4,9,0,1,1,4,0,0,0,45,39,0
5030,29,4,11,4,8,3,4,1,0,0,30,2,0
6567,19,6,1,4,1,1,4,0,0,0,40,39,0
9915,29,4,15,4,12,1,4,1,0,0,60,39,0
11539,42,4,11,2,3,0,4,1,0,0,50,39,0
14259,39,5,14,2,10,0,4,1,0,1902,50,39,1
15722,50,4,11,2,3,0,4,1,0,0,40,39,0
16124,51,4,11,2,11,0,4,1,0,0,40,39,0
22871,40,2,11,4,11,1,4,1,0,0,42,39,0
11706,38,4,11,2,1,0,4,1,0,0,45,39,0
3479,46,7,12,4,4,1,4,0,0,0,38,39,0
24110,19,4,1,4,14,2,4,1,0,0,10,39,0
28613,37,4,11,2,3,0,4,1,15024,0,45,39,1
13034,32,4,11,1,8,2,4,0,0,0,10,39,0
29141,53,4,6,2,7,0,2,1,0,0,40,39,0
6791,17,4,1,4,12,3,4,0,0,0,25,39,0
8746,47,4,15,2,4,5,2,0,0,0,40,39,1
23566,19,4,15,4,8,3,4,1,0,0,15,39,0
6674,36,4,15,2,3,0,4,1,0,0,45,39,0
11680,41,6,12,2,10,0,4,1,0,0,40,39,1
30294,25,4,6,2,14,0,4,1,0,0,45,39,0
7617,34,4,11,4,4,4,4,0,0,0,20,9,0
22417,42,5,15,2,10,0,0,1,2885,0,30,39,0
25508,34,4,15,2,3,0,4,1,0,0,40,39,0
3537,81,6,11,6,1,1,4,0,0,0,20,39,0
24523,53,5,15,2,4,0,4,1,15024,0,50,39,1
7143,42,5,10,2,10,0,4,1,0,1977,60,39,1
26010,68,6,11,2,4,0,4,1,0,0,40,39,0
17024,41,4,15,2,1,0,4,1,0,0,45,39,0
30039,25,4,11,4,3,3,2,1,0,0,50,39,0
29672,33,6,11,2,14,0,4,1,0,0,60,39,0
29190,26,4,15,2,12,0,4,1,0,0,40,39,0
7101,37,4,11,0,7,1,4,0,0,0,56,39,0
13333,23,4,9,4,10,3,4,0,0,0,40,39,0
24331,29,4,6,2,7,0,4,1,0,0,40,39,0
23594,51,4,11,5,8,1,2,0,0,0,37,39,0
29904,20,4,1,2,5,3,4,1,0,0,40,26,0
16153,39,4,9,4,12,1,4,1,0,1876,50,39,0
22614,38,4,12,2,4,0,2,1,0,0,40,0,1
11073,47,6,9,4,3,1,4,0,0,0,40,39,0
32442,25,4,15,4,8,1,2,1,0,0,40,39,0
12593,36,6,0,2,5,0,4,1,0,0,60,39,0
30583,20,4,11,4,3,1,4,1,0,0,40,39,0
15409,62,4,8,2,4,0,4,1,0,0,50,39,1
21649,34,4,15,2,4,5,4,0,7298,0,40,39,1
19390,31,4,1,2,3,0,4,1,0,0,40,26,0
18934,58,0,9,6,0,1,4,0,0,0,40,39,0
403,34,4,8,0,13,1,4,0,0,0,64,39,0
4321,32,4,11,2,1,0,4,1,0,0,40,39,0
29812,35,5,9,5,10,1,4,0,0,0,50,39,0
15258,47,4,15,2,3,0,4,1,0,1485,47,39,1
23359,24,4,9,2,10,0,4,1,0,0,30,39,0
29323,46,4,9,2,14,0,4,1,0,0,50,0,1
2220,22,4,0,4,3,1,4,1,0,0,30,39,0
25594,28,4,1,4,7,4,4,0,0,0,40,27,0
22065,18,4,2,4,6,3,4,1,0,0,18,39,0
8104,39,4,12,2,4,5,4,0,0,2415,65,39,1
25268,22,4,7,4,6,3,4,1,0,0,40,39,0
25896,42,4,15,0,5,1,4,1,0,0,40,39,0
16256,28,4,0,3,3,4,4,1,0,0,40,26,0
8534,29,4,11,4,6,3,4,1,0,0,40,39,0
5736,28,4,11,2,7,0,4,1,0,0,45,39,0
24716,35,5,11,4,14,1,4,1,0,0,60,39,0
29241,33,4,14,2,10,0,4,1,0,1977,50,39,1
19284,41,0,11,0,0,4,4,0,0,0,40,39,0
30751,27,4,11,2,5,0,4,1,0,0,40,39,0
8302,26,4,0,2,1,5,4,0,0,0,40,39,0
9875,31,2,9,4,11,3,2,1,0,0,48,39,0
6479,39,4,9,0,10,1,4,1,0,0,40,39,0
25108,44,4,12,2,10,0,4,1,7298,0,40,39,1
11029,32,4,15,2,13,0,4,1,0,0,45,39,0
10958,56,1,10,2,10,0,4,1,0,0,40,39,1
3724,38,4,12,2,4,0,4,1,0,1977,60,39,1
4741,31,4,10,4,10,1,4,0,0,0,28,39,0
12196,32,4,15,4,3,4,4,1,0,0,40,39,0
18153,34,4,9,2,12,5,4,0,0,0,40,39,1
8689,34,4,15,2,3,0,4,1,0,0,40,39,0
8545,45,4,15,6,4,4,4,0,0,0,55,39,0
12906,59,6,9,2,12,0,4,1,15024,0,55,39,1
1669,46,4,14,2,10,0,4,1,0,0,60,39,1
955,41,4,0,2,3,0,4,1,0,0,30,0,0
28021,19,2,15,4,10,3,4,0,0,0,20,39,0
9290,59,4,1,2,8,5,4,0,3908,0,28,39,0
16436,47,4,9,4,1,3,4,1,0,0,40,39,0
14736,49,4,15,0,10,1,4,1,14084,0,44,39,1
22996,27,4,12,4,4,1,4,1,0,0,37,39,0
28631,40,4,15,2,7,0,3,1,0,0,40,39,0
23759,39,0,0,6,0,4,4,0,0,0,15,39,0
26838,27,0,7,2,0,5,4,0,0,0,40,39,0
31116,46,4,6,0,4,4,4,0,0,0,40,39,0
24120,38,2,11,2,11,0,4,1,0,0,40,39,0
15367,20,4,15,4,10,1,4,0,0,0,18,39,0
24943,41,4,9,2,12,0,4,1,7688,0,50,39,1
7803,55,4,11,2,8,0,4,1,0,0,60,39,0
18527,48,7,15,2,11,0,4,1,0,1902,40,39,1
25179,24,4,5,4,12,3,4,1,0,0,40,39,0
14222,56,6,5,0,12,2,4,1,0,0,20,26,0
23946,20,6,11,4,5,3,4,1,0,0,40,39,0
31632,43,4,11,2,12,0,4,1,0,0,40,39,0
1711,47,1,15,2,3,0,4,1,0,0,40,0,0
23154,34,4,11,2,8,0,4,1,0,0,40,39,0
2499,20,4,11,4,11,3,2,1,0,0,40,39,0
15979,48,4,2,2,4,0,4,1,0,0,50,39,0
205,18,4,1,4,12,3,4,0,0,0,40,39,0
22946,40,1,11,0,1,1,2,0,0,0,52,39,0
28459,29,4,9,4,10,4,4,0,14344,0,50,39,1
30835,45,4,8,2,3,0,4,1,4386,0,38,39,0
18245,44,6,0,2,8,0,4,1,0,0,70,39,0
15630,27,4,9,2,7,0,4,1,0,1887,60,39,1
12626,25,4,11,4,1,3,1,0,0,0,40,39,0
5847,39,4,11,0,3,3,4,1,2174,0,40,39,0
17454,51,4,11,2,1,5,4,0,7688,0,40,39,1
29528,20,4,11,4,8,3,2,1,0,0,40,39,0
2143,52,4,12,0,10,3,4,0,0,0,40,39,0
10697,18,7,11,4,1,3,4,1,0,0,40,39,0
19531,39,5,11,2,4,0,4,1,0,1977,40,39,1
22888,22,4,11,4,1,2,2,1,0,0,40,39,0
22817,34,4,8,2,4,5,4,0,0,0,40,33,1
18489,66,6,9,2,12,0,4,1,0,0,40,39,1
29960,36,4,12,4,10,3,4,1,0,0,40,39,0
12665,37,1,15,5,4,1,4,1,8614,0,55,39,1
21314,26,4,15,2,1,0,4,1,0,0,40,39,0
18115,28,7,9,4,4,1,4,1,0,0,55,39,0
21745,66,4,15,2,12,0,4,1,0,0,28,39,0
12420,41,6,11,4,8,1,2,1,0,0,60,23,0
28041,48,4,11,2,7,5,4,0,0,0,50,39,0
295,65,4,11,2,14,0,4,1,0,0,16,39,0
31703,30,4,11,2,14,0,4,1,3103,0,70,39,0
2694,27,4,15,2,3,0,4,1,2829,0,70,39,0
6193,39,7,15,5,4,4,2,0,0,0,30,39,0
30264,34,4,11,2,6,0,4,1,0,0,40,39,0
28754,17,4,1,4,6,3,4,1,0,0,16,39,0
24232,67,0,5,0,0,1,4,1,0,0,3,39,0
17355,27,4,8,4,3,1,4,1,0,0,40,39,0
15325,44,4,15,2,4,0,4,1,0,0,50,39,1
12815,23,4,15,4,1,3,4,1,0,0,40,39,0
31124,63,4,6,6,8,1,4,0,0,0,20,39,0
23890,42,4,9,2,3,5,2,0,0,0,35,39,1
26758,30,6,15,0,3,1,4,1,0,0,35,39,0
12538,42,6,15,4,4,1,4,1,0,0,40,39,0
24503,38,4,6,2,1,0,4,1,0,0,40,39,0
24909,32,4,11,4,7,4,2,0,0,0,40,39,0
17998,46,4,11,4,8,1,4,1,0,0,15,39,0
31856,23,4,9,4,10,1,4,0,0,0,16,39,0
2840,44,4,14,4,10,1,4,1,14084,0,40,39,1
